"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2019 00:00:00 - 01/01/2019 00:15:00","BZN|DE-LU","18224.16","18598.02","11078.45","19308.92"
"01/01/2019 00:15:00 - 01/01/2019 00:30:00","BZN|DE-LU","18652.06","19170.96","11379.62","20030.02"
"01/01/2019 00:30:00 - 01/01/2019 00:45:00","BZN|DE-LU","19094.69","19587.50","11469.33","20784.83"
"01/01/2019 00:45:00 - 01/01/2019 01:00:00","BZN|DE-LU","19548.25","19819.08","11488.00","21172.11"
"01/01/2019 01:00:00 - 01/01/2019 01:15:00","BZN|DE-LU","19999.29","20368.57","11892.67","21536.58"
"01/01/2019 01:15:00 - 01/01/2019 01:30:00","BZN|DE-LU","20406.14","21102.64","12467.72","22063.09"
"01/01/2019 01:30:00 - 01/01/2019 01:45:00","BZN|DE-LU","20830.96","21522.96","12638.29","22640.02"
"01/01/2019 01:45:00 - 01/01/2019 02:00:00","BZN|DE-LU","21269.86","21948.22","12807.01","23022.83"
"01/01/2019 02:00:00 - 01/01/2019 02:15:00","BZN|DE-LU","21692.40","22213.10","13010.56","23065.82"
"01/01/2019 02:15:00 - 01/01/2019 02:30:00","BZN|DE-LU","22129.31","22396.48","13389.54","23340.65"
"01/01/2019 02:30:00 - 01/01/2019 02:45:00","BZN|DE-LU","22574.81","22161.15","13249.13","23013.54"
"01/01/2019 02:45:00 - 01/01/2019 03:00:00","BZN|DE-LU","23026.22","22440.68","13247.76","23353.48"
"01/01/2019 03:00:00 - 01/01/2019 03:15:00","BZN|DE-LU","23478.74","22743.94","13310.17","24019.87"
"01/01/2019 03:15:00 - 01/01/2019 03:30:00","BZN|DE-LU","23916.83","23277.81","13612.03","24285.23"
"01/01/2019 03:30:00 - 01/01/2019 03:45:00","BZN|DE-LU","24153.28","23738.90","13844.53","24736.89"
"01/01/2019 03:45:00 - 01/01/2019 04:00:00","BZN|DE-LU","24581.06","23908.56","13805.87","24992.87"
"01/01/2019 04:00:00 - 01/01/2019 04:15:00","BZN|DE-LU","24993.16","24065.33","13766.52","25852.33"
"01/01/2019 04:15:00 - 01/01/2019 04:30:00","BZN|DE-LU","25313.45","24628.33","14135.80","26212.47"
"01/01/2019 04:30:00 - 01/01/2019 04:45:00","BZN|DE-LU","25636.80","25037.84","14348.48","26573.56"
"01/01/2019 04:45:00 - 01/01/2019 05:00:00","BZN|DE-LU","25865.26","25723.61","14838.53","26855.39"
"01/01/2019 05:00:00 - 01/01/2019 05:15:00","BZN|DE-LU","26091.02","26032.88","14958.06","27608.64"
"01/01/2019 05:15:00 - 01/01/2019 05:30:00","BZN|DE-LU","26384.75","26486.50","15217.39","27836.22"
"01/01/2019 05:30:00 - 01/01/2019 05:45:00","BZN|DE-LU","26691.55","26682.59","15217.29","28093.15"
"01/01/2019 05:45:00 - 01/01/2019 06:00:00","BZN|DE-LU","26938.16","26825.23","15279.61","28187.20"
"01/01/2019 06:00:00 - 01/01/2019 06:15:00","BZN|DE-LU","27671.41","27173.02","15457.06","29234.77"
